REF,Company (Manufacturer),Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating
1864,Bellflower,U.S.A.,2016,Dominican Republic,"Oko Caribe, Duarte P.",70%,"2- B,S","caramel, mild dried fruit",3.5
1868,Tan Ban Skrati,Suriname,2016,Suriname,"Paramaribo, batch 20160043-01",70%,"2- B,S","earthy, floral, dry",3.25
1323,Terroir,U.S.A.,2014,Ecuador,"Ecuador, batch 6-5-15",77%,"2- B,S","intense, mild coffee and rum",3.25
1323,Terroir,U.S.A.,2014,Madagascar,"Madagascar, batch 6-5-15",67%,"2- B,S","sweet, rich, tannic, fruity",3.75
1323,Terroir,U.S.A.,2014,Uganda,"Uganda, batch 6-3-15",73%,"2- B,S","creamy, almond, butter",3.75
1478,Terroir,U.S.A.,2015,Peru,Peru,70%,"2- B,S","spicy, black pepper, intense",2.75
1482,Terroir,U.S.A.,2015,Ecuador,Ecuador,70%,"2- B,S","floral, earthy, bourbon",3.25
1478,Terroir,U.S.A.,2015,Belize,Belize,70%,"2- B,S","nutty, raspberry, metallic",3.75
1478,Terroir,U.S.A.,2015,Madagascar,Madagascar,70%,"2- B,S","bright fruit, mild sour",3.75
188,Theo,U.S.A.,2007,Venezuela,"Venezuela; Barinos, Merida, Tachron",91%,"2- B,S","dry, very bland, mild bitter",2
1684,Theobroma,Japan,2015,Peru,"Piura Select, Cacao Blanc",70%,"2- B,S","peanut butter, sour milk",3.25
2414,Thistle & Rose aka Aggie USU,U.S.A.,2019,Ecuador,"Costa Esmeraldas, 2017 h., batch 28",70%,"2- B,S","pure, bold, floral",3.5
2358,Tiny House,U.S.A.,2019,Tanzania,Kokoa Kamili,71%,"2- B,S","bland, mild honey, sour",2.75
1418,To'ak (Ecuatoriana),Ecuador,2014,Ecuador,Manabi,81%,"2- B,S","waxy, mild fruit, floral",3.25
2314,Tree to Bar,South Korea,2019,Ecuador,Ecuador,70%,"2- B,S","nutty, floral",3.5
1239,Treehouse,U.S.A.,2014,Dominican Republic,Conacado,72%,"2- B,S","baked, roasty, coffee",3
2526,Triangle Roasters,U.S.A.,2020,Nicaragua,La Colonia,70%,"2- B,S","high acidity, toffee, spicy",3.25
2526,Triangle Roasters,U.S.A.,2020,Haiti,Pisa,70%,"2- B,S","dominating roast, deep cocoa",3.25
2530,Triangle Roasters,U.S.A.,2020,Guatemala,Guatemala,70%,"2- B,S","bright fruit, heavy roast, smooth",3.75
2664,Triangle Roasters,U.S.A.,2021,Philippines,Malah Na Bulong,70%,"2- B,S","sticky, butterscotch, sl. Hammy",3.25
2490,Tribe,Canada,2020,Vietnam,"Dak Lak, batch 0A08",70%,"2- B,S","tart, sweet, sour, savory",2.75
2490,Tribe,Canada,2020,Honduras,"Copan, batch 0A03",70%,"2- B,S","woody, sweet, unrefined",2.75
2470,Tribe,Canada,2020,Peru,Ucayali,70%,"2- B,S","very sandy, spicey, sweet",3
753,twenty-four blackbirds,U.S.A.,2011,Dominican Republic,Dominican Republic,73%,"2- B,S","roasty, woody, rubber off",2.75
1026,twenty-four blackbirds,U.S.A.,2013,Bolivia,"Palos Blancos, batch 97",75%,"2- B,S","roasty, bitter, caramel, dairy",2.5
1022,twenty-four blackbirds,U.S.A.,2013,Dominican Republic,"Dominican Republic, batch 85",68%,"2- B,S","roasty, sligt burnt, red fruit",3.25
1235,twenty-four blackbirds,U.S.A.,2014,Madagascar,"Madagascar, lot 137",75%,"2- B,S","intense, red berry",3.5
1700,twenty-four blackbirds,U.S.A.,2015,Dominican Republic,Oko Caribe,75%,"2- B,S","spicy, sour, off note",2.75
1700,twenty-four blackbirds,U.S.A.,2015,Ecuador,"Cedeno, lot 271",75%,"2- B,S","intense, floral",3.5
1996,twenty-four blackbirds,U.S.A.,2017,Tanzania,Kokoa Kamili,75%,"2- B,S","dry, floral, woody",3.25
2000,Uncouth,Canada,2017,Dominican Republic,Dominican Republic,75%,"2- B,S","dry, coarse, hay, off",2.75
2004,Uncouth,Canada,2017,Tanzania,Tanzania,75%,"2- B,S","dry, coarse, sweet, earthy",3
2004,Uncouth,Canada,2017,Guatemala,Guatemala,75%,"2- B,S","dry, coarse, sour",3.25
1438,Undone,U.S.A.,2014,Nicaragua,Matagalpa,74%,"2- B,S","creamy, woody,green, rubber",2.75
1438,Undone,U.S.A.,2014,Dominican Republic,"San Francisco de Macoris, Nourish",70%,"2- B,S","tart, tangy, mild cocoa",3
1752,Upchurch,U.S.A.,2016,Madagascar,"Madagascar, Sassy Bar",72%,"2- B,S","sweet, acidic, tart",3
1752,Upchurch,U.S.A.,2016,Tanzania,"Tanzania, Party Bar",72%,"2- B,S","sandy, sweet, peach",3.25
1470,Vicuna,U.S.A.,2015,Bolivia,Palos Blancos,70%,"2- B,S","peanut butter, coffee, mint",3.25
1470,Vicuna,U.S.A.,2015,Bolivia,Palos Blancos + nibs,70%,"2- B,S","complex, nibs too soft",3.25
2186,Vicuna,U.S.A.,2018,Bolivia,Palos Blancos,70%,"2- B,S","smokey, earthy, nutty",2.75
2186,Vicuna,U.S.A.,2018,Guatemala,Alta Verapaz,70%,"2- B,S","earthy, sour, intense",3
2190,Vicuna,U.S.A.,2018,Dominican Republic,San Francisco de Macoris,70%,"2- B,S","dark berry, roasty",3.25
2578,Videri,U.S.A.,2021,Guatemala,Chimelb,75%,"2- B,S","earthy, harsh, acidic",2.75
2578,Videri,U.S.A.,2021,Dominican Republic,Zorzal,75%,"2- B,S","roasty, berry notes",3
2578,Videri,U.S.A.,2021,Ecuador,Costas Esmeraldas,75%,"2- B,S",floral & fruit,3.5
1458,Violet Sky,U.S.A.,2015,Madagascar,Sambirano Valley,77%,"2- B,S","intense, tart, sour, raisin",2.75
1502,Violet Sky,U.S.A.,2015,Guatemala,Cahabon,77%,"2- B,S","creamy, cocoa, pungent",2.75
1458,Violet Sky,U.S.A.,2015,Belize,Moho River Valley,77%,"2- B,S","mild metallic, brownie, earth",3
1458,Violet Sky,U.S.A.,2015,Venezuela,Cuyagua,77%,"2- B,S","intense, mild bitter, roasty",3
1458,Violet Sky,U.S.A.,2015,Peru,Peru,77%,"2- B,S","chalky, peach, bland",3.25
2012,Wellington Chocolate Factory,New Zealand,2017,Samoa,Samoa,77%,"2- B,S","earthy, roasty",3
2622,White Label aka Mutari,U.S.A.,2021,Honduras,"La Masica, 2015 harvest, b. LH74HORZConcheV2",74%,"2- B,S","brownie, nutty, roasty",3.75
769,Woodblock,U.S.A.,2011,Dominican Republic,La Red,70%,"2- B,S","brownie, fruit, fudge",3.5
741,Woodblock,U.S.A.,2011,Venezuela,Ocumare,70%,"2- B,S","nutty, tart, coffee",4
825,Woodblock,U.S.A.,2012,Ecuador,Ecuador,70%,"2- B,S","mild fruit, chemical off",2.5
825,Woodblock,U.S.A.,2012,Costa Rica,Costa Rica,70%,"2- B,S","roasty, metallic, coffee",3
1042,Woodblock,U.S.A.,2013,Ecuador,"Camino Verde P., Balao, Guayas, batch 1",70%,"2- B,S","intense, bourbon",3.25
1042,Woodblock,U.S.A.,2013,Trinidad,"Gran Couva, batch 1",70%,"2- B,S","creamy, woody, mild metallic",3.5
1243,Woodblock,U.S.A.,2014,Peru,"Maranon, Cajamarca",70%,"2- B,S","sandy, intense, mild nutty",3
2656,Woodblock,U.S.A.,2021,Tanzania,"Kokoa Kamili, batch 23",70%,"2- B,S","short, tart, fruit, sweet edge",3
2522,Xocolatl,U.S.A.,2020,Tanzania,"Kokoa Kamili, Kilombero Valley, batch 1",73%,"2- B,S","sandy, earthy, hint of tang",3.25
2518,Xocolatl,U.S.A.,2020,Peru,"San Martin de Pangoa, batch 46",70%,"2- B,S","burnt caramel, grapes",3.5
2522,Xocolatl,U.S.A.,2020,Nicaragua,"Matagalpa, batch 57",72%,"2- B,S","sandy, roasty, fig, late spiciness",3.5
1948,Xocolla,U.S.A.,2017,Dominican Republic,"Hispaniola, batch 170104",70%,"2- B,S","spciy, cardamom, off flavor",2.5
1948,Xocolla,U.S.A.,2017,Madagascar,"Sambirano, batch 170102",70%,"2- B,S","sour milk, molasses, sweet",2.75
1482,Bisou,U.S.A.,2015,Nicaragua,"Nicaragua, American style",76%,"2- B,S","bitter, molasses, flour",2.5
1880,Zart Pralinen,Austria,2016,Trinidad,"San Juan Estate, Gran Couva",78%,"2- B,S","tobacco, over roasted",3.5
1486,Bisou,U.S.A.,2015,Costa Rica,"San Andres, American style",76%,"2- B,S","molasses, metallic, earthy",2.5
233,Bittersweet Origins,U.S.A.,2008,Madagascar,Sambirano,71%,"2- B,S","rich cocoa, red berry, sour",3
256,Bittersweet Origins,U.S.A.,2008,Ghana,Ankasa,70%,"2- B,S","nutmeg, sour",3
233,Bittersweet Origins,U.S.A.,2008,Panama,Bocas del Toro,75%,"2- B,S","intense, rum, tea",3.5
233,Bittersweet Origins,U.S.A.,2008,Dominican Republic,Puerto Plata,68%,"2- B,S","nutty, astringent",3.75
414,Bittersweet Origins,U.S.A.,2009,Dominican Republic,Puerto Plata,75%,"2- B,S","chalky, strong, harsh smoke",3
423,Bittersweet Origins,U.S.A.,2009,Madagascar,Sambirano,75%,"2- B,S","rustic, red berry, woody",3.25
414,Bittersweet Origins,U.S.A.,2009,Dominican Republic,Puerto Plata,65%,"2- B,S","intense marshmallow, cocoa",3.5
431,Bittersweet Origins,U.S.A.,2009,Madagascar,Sambirano,65%,"2- B,S",chocolate covered cherries,3.5
558,Bittersweet Origins,U.S.A.,2010,Indonesia,"Bali, Singaraja",65%,"2- B,S","pastey, off spicey, nutty",2.75
565,Bittersweet Origins,U.S.A.,2010,Madagascar,"Sambirano, 2009",70%,"2- B,S","red berry, strong wine, sour",3
565,Bittersweet Origins,U.S.A.,2010,Venezuela,"Ocumare, prototype",78%,"2- B,S","nutty, mild bitter",3
478,Bittersweet Origins,U.S.A.,2010,Indonesia,"Bali, Singaraja",75%,"2- B,S","dry, cardamom, medicinal",3.25
502,Bittersweet Origins,U.S.A.,2010,Blend,"2009 Hapa Nibby, Dominican Rep., Bali",70%,"2- B,S","robust, cocoa, fruity",3.75
2108,Bixby,U.S.A.,2018,Haiti,Haiti,70%,"2- B,S","floral, molasses, chemical",3
2114,Bixby,U.S.A.,2018,Guatemala,Guatemala,70%,"2- B,S","molasses, earthy, spicy",3
2114,Bixby,U.S.A.,2018,Dominican Republic,Dominican Republic,70%,"2- B,S","sweet, sour milk",3.25
2422,Bixby,U.S.A.,2019,Belize,Belize,70%,"2- B,S","off, rubbery, burnt molasses",2.75
1752,Blue Bandana,U.S.A.,2016,Guatemala,Lachua,75%,"2- B,S","roasty, coffee, earthy",2.75
1756,Blue Bandana,U.S.A.,2016,Dominican Republic,Zorzal Reserva,75%,"2- B,S","astringent, sour, coffee",3
1740,Blue Bandana,U.S.A.,2016,Madagascar,"Akesson's E., Sambirano V.",82%,"2- B,S","sandy, tart, sour, sweet",3.5
1752,Blue Bandana,U.S.A.,2016,Tanzania,Kokoa Kamili,75%,"2- B,S","bready, melon",3.5
2290,Bonaterra,Malaysia,2019,Malaysia,"Keningau, Borneo Island",68%,"2- B,S","sweet, dirty, off notes",2.5
2290,Bonaterra,Malaysia,2019,Malaysia,"Kota Marudu, Borneo Island",72%,"2- B,S","sweet, fruit, chemical off note",2.75
2290,Bonaterra,Malaysia,2019,Malaysia,"Tawau, Borneo Island",74%,"2- B,S","grassy, savory, sour",3.25
316,Bouga Cacao (Tulicorp),Ecuador,2009,Ecuador,"El Oro, Hacienda de Oro",77%,"2- B,S","sticky, lavendar, molasses",3.25
1462,Acalli,U.S.A.,2015,Peru,"Chulucanas, El Platanal, batch 001",70%,"2- B,S",yellow fruit,3.75
1470,Acalli,U.S.A.,2015,Peru,"Tumbes, Norandino",70%,"2- B,S","intense, nutty, cherry, cocoa",3.75
1514,Brazen,U.S.A.,2015,Guatemala,"Alta Verapaz, 2014, batch 69",70%,"2- B,S","tart, tea, leather, sour",3.5
2462,Acalli,U.S.A.,2020,Mexico,"Teapa, Tabasco, batch 2",74%,"2- B,S","herbal, molasses, hammy",3.25
1638,Britarev,Russia,2015,Ecuador,Ecuador,70%,"2- B,S","powdery, floral, molasses",3.25
2470,Acalli,U.S.A.,2020,Peru,"Barataria, El Plantal and Norandino Tumbes blend",70%,"2- B,S","hot cocoa, rich, molasses",3.5
2314,By Cacao,South Korea,2019,Ecuador,Ecuador,70%,"2- B,S","smokey, sour",3
1606,Cacao Arabuco,Puerto Rico,2015,Puerto Rico,Puerto Rico,70%,"2- B,S","dirt, floral, sweet",2.5
600,Cacao Atlanta,U.S.A.,2010,Venezuela,Patanemo,75%,"2- B,S","over roasted, bitter, nutty",2.25
502,Cacao Atlanta,U.S.A.,2010,Dominican Republic,"Dominican Republic, ""Love Bar""",75%,"2- B,S","oily, buttery, intense",2.5
502,Cacao Atlanta,U.S.A.,2010,Dominican Republic,Dominican Republic w/ nibs,75%,"2- B,S","creamy, burnt wood",2.75
1215,Cacao Atlanta,U.S.A.,2014,Peru,Tumbes,75%,"2- B,S","roasty, almost burnt, intense",2.5
2226,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B8",72%,"2- B,S","light color, dirty, musty",2.5
2230,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B9",72%,"2- B,S","light color, dirty, astringent",3
2226,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B6",72%,"2- B,S","light color, creamy, hazelnut",3.75
1391,Cacao de Origen,Venezuela,2014,Venezuela,"Agua Fria; Sucre region, H. La Trinidad",75%,"2- B,S","intense, earthy, fuel",2.5
1391,Cacao de Origen,Venezuela,2014,Venezuela,"Macuare; Miranda; Chloe formula, H. La Trinidad",74%,"2- B,S","nutty, intense, leathery",3.25
1391,Cacao de Origen,Venezuela,2014,Venezuela,"Chuao, Aragua region, H. La Trinidad",75%,"2- B,S","bright fruit, strawberry",3.5
1395,Cacao de Origen,Venezuela,2014,Venezuela,"Chuao, Aragua region, H. La Trinidad",70%,"2- B,S","fruity, nutty, brownie",3.75
1668,Cacao de Origen,Venezuela,2015,Venezuela,Hacienda la Trinidad,74%,"2- B,S","intense, black licorice, nutty",3.25
1692,Cacao de Origen,Venezuela,2015,Venezuela,Rio Caribe,75%,"2- B,S","spicy, nutty, ends sour",3.25
1688,Cacao de Origen,Venezuela,2015,Venezuela,Chuao,77%,"2- B,S","assertive, fruity, acidic",3.5
2238,Cacao de Origen,Venezuela,2018,Venezuela,Carupano Pintao,75%,"2- B,S","sandy, chalky, earthy",2.75
2278,Cacao de Origen,Venezuela,2019,Venezuela,"Barlovento, Familia Rojas",75%,"2- B,S","high astringent, sandy, grass",2.5
2278,Cacao de Origen,Venezuela,2019,Venezuela,Canoabo,70%,"2- B,S","raspberry, dirty, sour",3
2076,Cacao Gonzales,U.S.A.,2018,Venezuela,Chuao,70%,"2- B,S","poor texture, earthy",3
641,Cacao Prieto,U.S.A.,2011,Dominican Republic,"Dominican Republicm, rustic",72%,"2- B,S","rustic, sweet, one dimensional",3
647,Cacao Prieto,U.S.A.,2011,Dominican Republic,"Dominican Republic, rustic",65%,"2- B,S","rustic, gritty, sweet, fruit",3.25
641,Cacao Prieto,U.S.A.,2011,Dominican Republic,Dominican Republic,66%,"2- B,S","creamy,blueberry,black pepper",3.75
991,Cacao Prieto,U.S.A.,2012,Dominican Republic,"Criollo, Dominican Republic",72%,"2- B,S","oily, cherry, rich cocoa",3.75
2438,Aelan,Vanuatu,2019,Vanuatu,"Malekula Island, batch M10/19",70%,"2- B,S","unrefined, sweet, metallic",2.5
1684,Cacao Store,Japan,2015,Madagascar,Madagascar,70%,"2- B,S","sour milk, off, late tart",3
1684,Cacao Store,Japan,2015,Peru,Peru,70%,"2- B,S","dried fruit, sour, nutella",3.25
1684,Cacao Store,Japan,2015,Vietnam,Vietnam,70%,"2- B,S","balanced, dairy, spicy",3.5
2438,Aelan,Vanuatu,2019,Vanuatu,"Malo Island, batch Ma20/19",70%,"2- B,S","basic, sweet, cocoa, woody",2.75
2610,Cacaosuyo,Peru,2021,Peru,Chuncho-Cuzco,70%,"2- B,S","herbal, cocoa tea",3.5
2614,Cacaosuyo,Peru,2021,Peru,"Lakuna, Amazonas, silvestre",70%,"2- B,S","complex, floral, spicy, fruit",3.5
2614,Cacaosuyo,Peru,2021,Peru,Cuzco,80%,"2- B,S","smooth, slow, mild grape",3.5
2610,Cacaosuyo,Peru,2021,Peru,Piura Select,70%,"2- B,S",chocolate and grapes,4
2442,Aelan,Vanuatu,2019,Vanuatu,"Santo Island, batch S15/19",70%,"2- B,S","sweet, cocoa, rubbery",2.75
749,C-Amaro,Italy,2011,Sao Tome,Sao Tome,78%,"2- B,S",burnt up front,2.25
765,C-Amaro,Italy,2011,Trinidad,Trinidad,70%,"2- B,S","burnt coffee, fatty",2.5
809,C-Amaro,Italy,2012,Venezuela,Venezuela,80%,"2- B,S","nutty, ashey, coffee",3
1442,C-Amaro,Italy,2014,Cuba,Cuba,75%,"2- B,S","intense, ashey, earthen",2.5
1442,C-Amaro,Italy,2014,Dominican Republic,Dominican Republic,72%,"2- B,S","intense, fatty, brownie",3
1442,C-Amaro,Italy,2014,Blend,"Lago di Como, Blu",70%,"2- B,S","oily surface, berry, cream",3.5
2438,Aelan,Vanuatu,2019,Vanuatu,"EPI Island, batch E 11/19",70%,"2- B,S","sandy, woody, spicy, sweet",3
845,Caribeans,Costa Rica,2012,Costa Rica,Costa Rica,80%,"2- B,S","fatty, fruit, muted",2.75
841,Caribeans,Costa Rica,2012,Costa Rica,Costa Rica,72%,"2- B,S","fatty, woody, coffee",3
1586,Caribeans,Costa Rica,2015,Costa Rica,"Talamanca, Raul-Kekoldo community",72%,"2- B,S","floral, earthy, acidic",3.25
1586,Caribeans,Costa Rica,2015,Costa Rica,Anselmo Paraiso Estate,72%,"2- B,S","acidic, astringent, spicy",3.5
2154,Casa,U.S.A.,2018,Blend,"Ecuador, Vietnam",75%,"2- B,S","off notes, vanilla",2
2394,Casa Lasevicius,Brazil,2019,Brazil,"Fazenda Camboa, Bahia, 2018",71%,"2- B,S","sandy, intense, sweet, rich",3
2402,Casa Lasevicius,Brazil,2019,Brazil,"Amazon Forest, 2018",65%,"2- B,S","molasses, rich, vegetal",3.25
1101,Castronovo,U.S.A.,2013,Dominican Republic,"Conacado, batch 161",73%,"2- B,S","sandy, mild intensity, fruit",3.5
1956,Castronovo,U.S.A.,2017,Venezuela,"Patanemo, batch 539",70%,"2- B,S","nutty, roasty, caramel",3.25
2028,Chapon,France,2017,Bolivia,"Beni, Cru Sauvage",74%,"2- B,S","dark roast, rich cocoa",3
1407,Choco Del Sol,Germany,2014,Belize,Maya Mountain w/ nibs,75%,"2- B,S","bland, mild choco & leather",3
1407,Choco Del Sol,Germany,2014,Belize,Maya Mountain,82%,"2- B,S","powdery, bland, mild choco",3.25
1696,Choco Dong,South Korea,2015,Vietnam,"Mekong Delta, early 2014 Harvest",70%,"2- B,S","roasty, sour milk, off note",2.75
1696,Choco Dong,South Korea,2015,Malaysia,"Tawau, Oct. 2015 Harvest",70%,"2- B,S","high roast, banana raspberry",3.5
1482,Chocolarder,U.K.,2015,Peru,"Peru, batch C7",65%,"2- B,S","flat, metallic, floral",2.5
1514,Chocolarder,U.K.,2015,Dominican Republic,"Dominican Republic, batch 5",80%,"2- B,S","spicy, earthy off notes",2.5
1482,Chocolarder,U.K.,2015,Peru,"Peru + nibs, batch C6",65%,"2- B,S","flat, floral, medicinal",2.75
2442,Chocolarder,U.K.,2019,Madagascar,"Ottange Farm, Mava P., Ramena River, Sambirano",74%,"2- B,S","sugar dominates, molasses",3
647,Chocola'te,U.S.A.,2011,Madagascar,Madagascar,70%,"2- B,S","mild, fruity then nutty",3.75
647,Chocola'te,U.S.A.,2011,Venezuela,Venezuela,68%,"2- B,S","mild, earthy, grassy",3.75
1760,Chocolate Con Amor,U.S.A.,2016,Bolivia,Wild Bolivian,70%,"2- B,S","gritty, molasses, earthy",2.5
1760,Chocolate Con Amor,U.S.A.,2016,Uganda,Uganda,70%,"2- B,S","roasty, cocoa, molasses",2.75
1768,Chocolate Con Amor,U.S.A.,2016,Nicaragua,Nicaragua,80%,"2- B,S","nutty, roasty, bitter",2.75
1764,Chocolate Con Amor,U.S.A.,2016,Dominican Republic,Dominican Republic,60%,"2- B,S","gritty, sweet, molasses",3
1764,Chocolate Con Amor,U.S.A.,2016,Dominican Republic,Dominican Republic,75%,"2- B,S","sandy, rich, roasty, earthy",3
1764,Chocolate Con Amor,U.S.A.,2016,Venezuela,Ocumare,80%,"2- B,S","gritty, nutty, caramel",3
1764,Chocolate Con Amor,U.S.A.,2016,Ecuador,Ecuador,70%,"2- B,S","molasses, tart, floral",3.25
1121,Chocolate Tree,Scotland,2013,Peru,Peru,70%,"2- B,S","intense orange, floral notes",3.75
1582,Chocolate Tree,Scotland,2015,Venezuela,Carenero Superior,80%,"2- B,S","mild bitter, fruit, spice",3.75
2080,Chocolibrium,U.S.A.,2018,Guatemala,"Monte Grande Plantation, Coatepeque",76%,"2- B,S","high astringent, fruit, roasty",2.75
2080,Chocolibrium,U.S.A.,2018,Peru,Ucayali,70%,"2- B,S","sandy, sweet",2.75
2594,Chocotenango,U.S.A.,2021,Guatemala,"Chivite, Cahabon River",70%,"2- B,S","melon, mild spice, cocoa",3.25
2598,Chocotenango,U.S.A.,2021,Dominican Republic,Duarte,73%,"2- B,S","hazelnut, bold, strong roast",3.25
2594,Chocotenango,U.S.A.,2021,Belize,"Maya Mountain, Toledo",70%,"2- B,S",full flavor w/ dominant roast,3.5
1522,Chocovivo,U.S.A.,2015,Mexico,Tabasco,65%,"2- B,S","coarse, sweet, sour, leathery",2.5
1522,Chocovivo,U.S.A.,2015,Mexico,Tabasco,75%,"2- B,S","gritty, mild bitter, off notes",2.5
2534,Chokola,U.S.A.,2020,Guatemala,"Verapaz, 2017 harvest, Batch 14",70%,"2- B,S","rich, raisiny, molasses",3.5
2514,Chokola,U.S.A.,2020,Venezuela,"Chuao w/ nibs, 2017-2018 harvest, Batch 9",75%,"2- B,S","mild lemon, cocoa, crisp nibs",3.75
2534,Chokola,U.S.A.,2020,Belize,"Maya Mountain, 2017 harvest, Batch 11",70%,"2- B,S","fruity, honey, cocoa, roasty",3.75
2514,Chokola,U.S.A.,2020,Madagascar,"Bejofo, 2019 H., Batch 20",67%,"2- B,S","cherry, perfectly balanced roast",4
2638,Chokola,U.S.A.,2021,Tanzania,"Kokoa Kamili, harvest 2018",75%,"2- B,S","roasty, cocoa, sandy, coffee AT",3.5
2638,Chokola,U.S.A.,2021,Bolivia,"Wild Tranquilidad, harvest 2018, batch 9",75%,"2- B,S","hint of lemon, classic brownie",3.75
2250,Christophe Toury,U.S.A.,2018,Peru,"Ucayali, batch 1",70%,"2- B,S","sweet, sandy, spicy",2.75
470,Claudio Corallo,Sao Tome,2010,Blend,"Terreiro Velho P., Sao Tome & Principe",73.50%,"2- B,S","short,mild cocoa, mild fruit",3.75
1486,Cloudforest,U.S.A.,2015,Ecuador,"Camino Verde P., Balao, Guayas, 2014, batch 1",73%,"2- B,S","creamy, floral, bourbon",3.5
2606,Cocoa Forge,U.S.A.,2021,Madagascar,"Sambirano, batch 236MAsaD77",77%,"2- B,S","Rich cocoa, tart, papery",3.25
1630,Condor,U.S.A.,2015,Ecuador,Camino Verde,76%,"2- B,S","bold, roasty, sticky, brownie",3.5
1916,Confluence,U.S.A.,2016,Vietnam,"Tien Giang, 2015, batch 10-2-16",78%,"2- B,S","woody, nutty, off sour note",2.75
2466,Crow and Moss,U.S.A.,2020,Dominican Republic,"Zorzal, batch 40",70%,"2- B,S","deep cherry, earthy, rubbery",3.25
2466,Crow and Moss,U.S.A.,2020,Colombia,"Aruaca, batch 39",70%,"2- B,S","nutty, citrus",3.25
2502,Crow and Moss,U.S.A.,2020,Ecuador,"Camino Verde, batch 84",70%,"2- B,S","bold, black tea, floral, banana",3.25
2466,Crow and Moss,U.S.A.,2020,Honduras,"Wampusirpi, batch 41",70%,"2- B,S","banana, spicy, grassy",3.5
2656,Crow and Moss,U.S.A.,2021,India,"Anamalai, Pollachi City, batch 148",70%,"2- B,S","sticky, cocoa, honey",3.75
2622,Cuna de Piedra,Mexico,2021,Mexico,"Comalcalco, Tabasco, b. 2370003, 2019 harvest",73%,"2- B,S","deep cocoa, fruit, melon",3.75
1928,Dalloway,U.S.A.,2017,Dominican Republic,"Dominican Republic, batch 7",72%,"2- B,S","hammy, sour, astringent",2.75
805,Dandelion,U.S.A.,2012,Costa Rica,Upala,70%,"2- B,S","dried fruit, tannic",3
805,Dandelion,U.S.A.,2012,Colombia,Colombian,70%,"2- B,S","grassy, green, candy spice",3.25
915,Dandelion,U.S.A.,2012,Dominican Republic,"Elvesia, 2011",70%,"2- B,S","spicy, fudgey",3.75
1026,Dandelion,U.S.A.,2013,Venezuela,"Cumboto, farmer Jose Lugo, batch 1",70%,"2- B,S","acidic, sour, cocoa",2.75
1026,Dandelion,U.S.A.,2013,Venezuela,"Patanemo, batch 3",70%,"2- B,S","licorice, sour, rich cocoa",3.25
1085,Dandelion,U.S.A.,2013,Venezuela,"Mantuano, 2012, batch 1",70%,"2- B,S","roasty, oreo shell, coffee",3.5
1153,Dandelion,U.S.A.,2013,Papua New Guinea,"Papua New Guinea, batch 1",70%,"2- B,S","mild smoke, raspberry,cocoa",3.5
1303,Dandelion,U.S.A.,2014,Liberia,Buto,70%,"2- B,S","roasty, spicy, nutty",2.75
1219,Dandelion,U.S.A.,2014,Belize,Maya Mountain,70%,"2- B,S","heavy roast, blackberry",3.5
1295,Dandelion,U.S.A.,2014,Ecuador,"Camino Verde P., Balao, Guayas, 2013",70%,"2- B,S","gummy, nutty, bourbon",3.5
1387,Dandelion,U.S.A.,2014,Dominican Republic,"San Francisco de Macoris, Cibao region",70%,"2- B,S","cherry, rich choco",3.75
1446,Dandelion,U.S.A.,2015,Belize,"Maya Mtn., Break Bar- Snark",70%,"2- B,S","intense, roasty, coffee, raisin",3
1816,Dandelion,U.S.A.,2016,Dominican Republic,"Zorzal Reserva, 2015 H., Kerchner",70%,"2- B,S","cherry, rich choco",3.75
2024,Dandelion,U.S.A.,2017,Costa Rica,"Hacienda Azul, 2016 Harvest",70%,"2- B,S","cocoa, sour, toffee, earthy",3
2178,Dandelion,U.S.A.,2018,Sierra Leone,"Gola Rainforest, 2017 harvest",70%,"2- B,S","vegetal, high astringency",3
2178,Dandelion,U.S.A.,2018,Honduras,"WAMPU, La Mosquitia, 2017 harvest",70%,"2- B,S","nutty, moderate acidity",3.25
2178,Dandelion,U.S.A.,2018,India,"Anamalai, 2017 harvest",70%,"2- B,S","ripe orange, citrus",3.5
2386,Dandelion,U.S.A.,2019,Vietnam,"Ben Tre, 2018 Harvest",70%,"2- B,S","green apple, sticky",3.5
2602,Dandelion,U.S.A.,2021,Guatemala,"Cahabon, Cacao Verapaz, ADIOESMAC, batch 1",70%,"2- B,S","pungent, woody, choco pudding",2.75
2602,Dandelion,U.S.A.,2021,India,"Anamalai, 2018 H., batch 1",70%,"2- B,S","pungent, sour, tart, intense",2.75
2550,Dandelion,U.S.A.,2021,Peru,"Piura Blanco, 2015 h.,Norandino Coop, batch 1",70%,"2- B,S","grape, pungent",3.25
2602,Dandelion,U.S.A.,2021,India,"Anamalai, 2019 H., batch 1, nutmeg fermentation",70%,"2- B,S","orange soda, sour",3.25
2546,Dandelion,U.S.A.,2021,Tanzania,"Kokoa Kamili, 2017 h., batch 2",70%,"2- B,S","dairy, honey, cocoa",3.5
2550,Dandelion,U.S.A.,2021,Dominican Republic,"Zorzal Estate, 2016 h., batch 1",70%,"2- B,S","faint fruit, basic fudgey",3.5
